ID,y
1,107.89628383267075
2,125.0144813623239
3,110.34803741566415
4,76.52501202199268
5,109.12228318983303
8,90.24468385558252
10,109.83619398422769
11,92.81841915369908
12,116.94402831592778
14,91.19241677637967
15,116.83456733622404
16,106.72865446966772
17,100.81887603244814
19,95.67957864384275
20,106.77104994229505
21,99.53688254113385
22,118.0256945676168
23,100.86541266461623
26,95.52915025213963
28,96.70146023881595
29,100.86541266461623
33,100.86541266461623
35,95.16715017328242
41,100.6792661359439
42,93.24620405184486
43,118.31503706619478
45,105.31139676942144
46,103.88499085535952
51,93.65599488437837
53,88.30745958871307
55,112.2550176351377
56,95.03764588432408
57,105.9256436883124
58,94.76738243858276
59,105.98944429163073
63,109.97242684345571
64,96.98372554089576
65,106.01528921055244
69,93.97381371772968
71,97.2279545171149
72,104.82718510921772
73,93.7308521066029
76,105.62044075153875
77,108.14742925614284
78,115.02907090346329
82,95.069354957714
83,106.01528921055244
84,96.65752726681892
85,102.77034925856493
87,109.66525576304907
88,100.6792661359439
89,111.30562244408858
91,94.2198131126923
93,93.77164985374993
94,108.21424192982857
95,93.96281403291098
96,111.34092548688906
97,91.95056347167991
98,110.72821536656596
99,94.38807035631307
101,104.05088904735602
103,111.30562244408858
104,92.46955089844707
105,109.26196983811008
110,97.19128648148273
111,109.9361905685576
113,110.94057680954458
114,92.43992567874412
115,109.76873089037687
117,111.30562244408858
120,91.8939147284264
121,111.90587729103623
122,92.38380780877715
123,111.89647075801577
126,112.20126125762924
132,113.29948192203634
135,104.41850593112288
137,107.55714246425997
138,96.4898689484104
140,94.88164827245227
142,108.41119845236068
144,111.59970093350363
148,89.70652684878421
149,109.86429905217051
155,93.0303330465475
156,110.36380968649607
157,91.95056347167991
162,110.42914716044154
163,99.43867569087095
167,90.82351597239887
172,118.31503706619478
179,111.02295568593043
180,93.12719562908089
181,110.46910760579459
182,96.44400176070535
183,111.30562244408858
185,111.30562244408858
187,110.70519838619256
188,95.12135416167126
189,94.97191755581636
191,92.70427520340071
192,113.99529413877899
193,95.13520859803872
194,111.94039157569763
195,91.21389350514596
196,111.46326946343567
198,99.63877445408077
199,111.65670632284522
201,105.7523227246794
204,96.83665135685183
205,106.37157914532452
206,93.56166097528543
210,95.24449820797619
211,104.05088904735602
216,111.34209841192677
219,116.85095505159161
220,93.94355538039137
221,109.90019563641887
226,110.46910760579459
227,92.61300436143569
228,110.6005698303334
230,109.82582069920645
231,91.95056347167991
235,117.88608467111256
236,92.72335034655515
238,109.69490232662443
242,106.63231263646682
243,94.32381152060684
244,78.56132850137249
245,108.46786059706189
247,111.5212763693774
248,91.46406210430109
249,92.56980413934835
250,110.75450115643996
251,92.72335034655515
253,117.88608467111256
254,93.172603585749
256,95.76621421148029
257,91.48433236184961
258,111.44491836668807
259,94.46606916224897
262,81.22697515062433
266,92.78643954283196
267,110.58614042812273
272,103.46295968312384
273,111.30562244408858
275,94.13306448112759
276,116.21241337129821
279,95.43795500547017
280,106.01528921055244
283,91.39314358501431
285,110.65256903429068
288,111.30562244408858
289,95.98154511293336
290,105.70032352072214
291,96.08303181340005
292,108.56131314296775
293,108.53503418916088
296,94.59430216940522
297,111.16997487133175
298,115.10160713761002
299,95.11589158988207
304,91.85243976214552
305,78.15312298669441
306,94.84957675813739
307,110.46364503400541
311,117.58005663750399
313,110.54164383994132
314,91.77735837226658
316,99.72786299703907
324,92.51806559132481
327,94.640056770761
329,92.34529008369924
330,111.90892940192981
337,105.41827396171443
338,96.6780732872913
339,107.68551041071261
340,96.32229743155541
343,91.15973230566465
345,116.74149407188789
346,91.53989312931881
347,111.03645868396464
349,112.05810263386995
350,88.74836284874996
352,112.02330998350187
353,90.6481111019949
354,78.4889344233513
357,94.6773404817543
358,109.59079917551102
362,111.37459569318739
364,115.87704522562281
365,105.59112813909191
366,98.03980504858049
367,110.94743999676292
368,97.05905436545007
370,77.58946305426377
373,94.45523446785462
377,93.01134253019933
378,109.55243259075421
382,105.66697738370684
384,110.64710646250148
390,94.61629109034295
392,111.79664388512862
393,114.74870092091166
395,97.41571361798506
396,106.5684394784294
399,73.75296348404194
406,110.54164383994132
408,110.54164383994132
409,92.46244878209194
410,78.11091967067469
412,111.03601165648845
413,91.18926058445
419,94.0873607807847
420,109.98203149079627
421,91.06166292981735
430,102.2696324542173
434,94.52267132215385
436,95.7163981988474
437,94.94945020059404
438,91.41631297922407
439,110.41667404146813
440,94.72477216285786
443,111.49570234428317
446,96.04355525902477
448,94.70169730503801
452,95.21328454237894
453,106.76525106500607
457,105.53836438050959
458,94.57709965980992
459,115.99744184142588
460,103.68304385600891
462,107.88644279204537
464,103.73623332114909
465,116.8974916837597
467,117.2153143478393
471,111.18951055625833
472,78.23780962532447
473,101.08609749396516
475,96.6727760619561
480,96.07902153748233
488,108.0083736445587
490,110.46364503400541
491,103.08252391038235
492,79.9644539311009
493,94.71035492446843
497,89.97676668350388
498,111.90246277553649
499,95.0221973551158
500,104.1338681197028
501,94.52510045585264
502,109.16777222941323
506,91.25943378024604
510,107.00909517820762
511,90.4858347785918
512,92.42328888963515
516,90.71871657762125
518,93.88845378588587
519,110.99882241341673
521,90.29120456804118
522,108.63948052076019
526,110.34828093886313
529,95.1122582907022
532,109.74267023994733
533,96.23054284007966
536,110.76119670491816
537,99.55135805653606
539,95.08788303477255
540,104.14942488348137
541,96.95066494963983
543,94.96645498402717
546,112.18465571785966
547,93.07780255388059
548,79.00292535761986
551,92.5823236113265
552,103.69065265479702
556,108.04369355953547
557,97.04316379759545
558,110.94743999676292
559,96.90308629554028
560,106.60711652230881
562,106.47011498144987
566,96.92868041402944
570,111.90246277553649
571,94.94945020059404
572,106.06182584272052
573,95.14189119186071
575,116.8974916837597
576,109.18159480976838
577,90.12538166954285
579,91.21620626928807
580,111.12200982384053
581,113.29401935024714
589,110.46364503400541
591,104.42076442152104
593,96.55422195508514
594,108.3831686235891
595,94.37538417592056
598,92.63432281528378
602,111.24970215995889
604,111.27410855065524
606,109.70318770538348
608,96.7578115572662
609,104.0974256795241
610,93.62453271061054
616,108.77089538200487
617,95.92418332425329
618,105.12915042614495
620,106.06153989683853
622,111.83767809451261
623,91.14946853480212
624,170.29623712784058
626,109.21727140082417
628,110.19300130091388
629,93.21269065449064
630,109.87235733137453
637,97.78948927562233
638,105.1322643199597
643,97.8085658886221
645,96.07902153748233
646,119.3606474888118
648,97.97809477729052
652,96.7017463741806
653,95.00144940455132
654,111.90246277553649
656,112.78119050342582
657,92.9298843968124
659,96.89184568004899
660,105.90248013329708
663,91.92611074509152
664,110.61320079603435
666,105.54549177708245
668,109.70106916419223
669,93.24772714382657
671,97.26005811273227
675,91.99674411684283
677,92.46495413293849
678,108.34419669934334
679,106.43955366971744
682,97.43057223605055
685,105.63011951400217
687,96.91475023472624
688,91.9794791766708
693,111.31443394267299
696,94.64420608558287
698,94.00799623014169
701,97.32251200992869
704,107.12720526250371
705,117.06013981316201
709,113.17527091427476
710,95.9960967164092
711,107.65470532271524
712,96.0751462131086
714,108.14294434027344
715,92.99434531407363
716,110.64979156267773
717,94.19755518291464
720,116.9276406005602
721,92.93695836424112
724,105.50495090909132
725,96.56655449737899
726,111.59537831053494
728,111.233064669516
731,91.94016676858053
734,106.40726445644259
738,93.68550231734002
745,109.65164750783529
746,92.37543900049974
751,81.47197827746106
754,92.18774571427956
756,92.53606118892294
758,94.29909930527464
759,108.62423414616819
761,118.30076504580342
766,96.27063108130557
767,112.09012850152207
768,91.33561506347445
769,110.51357146889417
770,95.63784940067994
771,80.15060045977323
772,104.57987119703827
773,92.71647093604156
774,111.86167526435999
776,110.83325299117381
777,95.22469922931747
780,118.54772022703519
782,104.3355714121537
787,105.30114093766056
788,95.27402956344487
792,91.17961745160262
793,111.62445595822851
798,94.3821288432324
800,90.58563733234183
806,110.64979156267773
809,111.18148449425355
811,110.03898141372669
812,91.16817107796062
814,117.08363821243202
816,104.19895189691431
